player-1,player-2,avg
Shakib Al Hasan,Shafiul Islam,26.25
Abul Hasan,Shakib Al Hasan,23
Shakib Al Hasan,Jubair Hossain,53
Shakib Al Hasan,Abu Jayed,39.5
Shakib Al Hasan,Afif Hossain,0
Shakib Al Hasan,Imrul Kayes,57.88235294
Shakib Al Hasan,Mohammad Saifuddin,68.38461538
Shakib Al Hasan,Najmul Hossain Shanto,13
Mustafizur Rahman,Anamul Haque,15.28571429
Mustafizur Rahman,Mohammad Naim,0
Mustafizur Rahman,Sabbir Rahman,22.62162162
Mustafizur Rahman,Shafiul Islam,11
Abul Hasan,Mustafizur Rahman,8
Mustafizur Rahman,Jubair Hossain,5
Mustafizur Rahman,Abu Jayed,0
Mustafizur Rahman,Afif Hossain,7
Mustafizur Rahman,Imrul Kayes,46.5
Mustafizur Rahman,Mohammad Saifuddin,14.78947368
Mustafizur Rahman,Najmul Hossain Shanto,15
Mohammad Naim,Anamul Haque,0
Sabbir Rahman,Anamul Haque,29
Shafiul Islam,Anamul Haque,15
Abul Hasan,Anamul Haque,7
Jubair Hossain,Anamul Haque,0
Abu Jayed,Anamul Haque,0
Afif Hossain,Anamul Haque,0
Imrul Kayes,Anamul Haque,0
Mohammad Saifuddin,Anamul Haque,41
Najmul Hossain Shanto,Anamul Haque,0
Mohammad Naim,Sabbir Rahman,0
Mohammad Naim,Shafiul Islam,0
Abul Hasan,Mohammad Naim,0
Mohammad Naim,Jubair Hossain,0
Mohammad Naim,Abu Jayed,0
Mohammad Naim,Afif Hossain,7
Mohammad Naim,Imrul Kayes,0
Mohammad Naim,Mohammad Saifuddin,0
Mohammad Naim,Najmul Hossain Shanto,0
Sabbir Rahman,Shafiul Islam,31.14285714
Abul Hasan,Sabbir Rahman,16
Jubair Hossain,Sabbir Rahman,10
Sabbir Rahman,Abu Jayed,3.5
Sabbir Rahman,Afif Hossain,0
Imrul Kayes,Sabbir Rahman,60.25
Sabbir Rahman,Mohammad Saifuddin,42.2
Sabbir Rahman,Najmul Hossain Shanto,0
Abul Hasan,Shafiul Islam,0
Jubair Hossain,Shafiul Islam,0
Shafiul Islam,Abu Jayed,0
Shafiul Islam,Afif Hossain,0
Imrul Kayes,Shafiul Islam,56.33333333
Shafiul Islam,Mohammad Saifuddin,0
Shafiul Islam,Najmul Hossain Shanto,11
Abul Hasan,Jubair Hossain,0
Abul Hasan,Abu Jayed,0
Abul Hasan,Afif Hossain,0
Abul Hasan,Imrul Kayes,0
Abul Hasan,Mohammad Saifuddin,0
Abul Hasan,Najmul Hossain Shanto,0
Jubair Hossain,Abu Jayed,0
Jubair Hossain,Afif Hossain,0
Imrul Kayes,Jubair Hossain,0
Jubair Hossain,Mohammad Saifuddin,0
Jubair Hossain,Najmul Hossain Shanto,0
Afif Hossain,Abu Jayed,0
Imrul Kayes,Abu Jayed,0
Mohammad Saifuddin,Abu Jayed,0
Abu Jayed,Najmul Hossain Shanto,0
Imrul Kayes,Afif Hossain,0
Mohammad Saifuddin,Afif Hossain,7
Afif Hossain,Najmul Hossain Shanto,0
Imrul Kayes,Mohammad Saifuddin,111.5
Imrul Kayes,Najmul Hossain Shanto,78
Mohammad Saifuddin,Najmul Hossain Shanto,57
