player-1,player-2,avg
Sharafuddin Ashraf,Gulbadin Naib,25.33333333
Mohammad Nabi,Sharafuddin Ashraf,31.625
Sharafuddin Ashraf,Shapoor Zadran,14
Aftab Alam,Sharafuddin Ashraf,0
Sharafuddin Ashraf,Shafiqullah,0
Sharafuddin Ashraf,Mohammad Shahzad,45.83333333
Sharafuddin Ashraf,Noor Ali Zadran,0
Sharafuddin Ashraf,Hashmatullah Shahidi,0
Sharafuddin Ashraf,Mujeeb Ur Rahman,5.625
Sharafuddin Ashraf,Sayed Shirzad,0
Sharafuddin Ashraf,Nawroz Mangal,0
Dawlat Zadran,Yamin Ahmadzai,11.66666667
Yamin Ahmadzai,Gulbadin Naib,5
Mohammad Nabi,Yamin Ahmadzai,36.25
Yamin Ahmadzai,Shapoor Zadran,0
Aftab Alam,Yamin Ahmadzai,0
Yamin Ahmadzai,Shafiqullah,0
Yamin Ahmadzai,Mohammad Shahzad,12.33333333
Yamin Ahmadzai,Noor Ali Zadran,36.5
Yamin Ahmadzai,Hashmatullah Shahidi,0
Yamin Ahmadzai,Mujeeb Ur Rahman,0
Yamin Ahmadzai,Sayed Shirzad,0
Yamin Ahmadzai,Nawroz Mangal,4
Dawlat Zadran,Gulbadin Naib,26.32142857
Dawlat Zadran,Mohammad Nabi,27.26
Dawlat Zadran,Shapoor Zadran,8.428571429
Dawlat Zadran,Aftab Alam,9.857142857
Dawlat Zadran,Shafiqullah,33.36363636
Dawlat Zadran,Mohammad Shahzad,40.5
Dawlat Zadran,Noor Ali Zadran,32.05
Dawlat Zadran,Hashmatullah Shahidi,28
Dawlat Zadran,Mujeeb Ur Rahman,6.421052632
Dawlat Zadran,Sayed Shirzad,26
Dawlat Zadran,Nawroz Mangal,16.5
Mohammad Nabi,Gulbadin Naib,35.41860465
Shapoor Zadran,Gulbadin Naib,15
Aftab Alam,Gulbadin Naib,18.46153846
Shafiqullah,Gulbadin Naib,40.75
Mohammad Shahzad,Gulbadin Naib,42.17241379
Noor Ali Zadran,Gulbadin Naib,39.375
Hashmatullah Shahidi,Gulbadin Naib,51.33333333
Mujeeb Ur Rahman,Gulbadin Naib,20.25
Sayed Shirzad,Gulbadin Naib,30
Nawroz Mangal,Gulbadin Naib,84
Mohammad Nabi,Shapoor Zadran,18.41666667
Mohammad Nabi,Aftab Alam,28
Mohammad Nabi,Shafiqullah,34.57142857
Mohammad Nabi,Mohammad Shahzad,52.04166667
Mohammad Nabi,Noor Ali Zadran,50.12
Mohammad Nabi,Hashmatullah Shahidi,44.55172414
Mohammad Nabi,Mujeeb Ur Rahman,19.82352941
Mohammad Nabi,Sayed Shirzad,27
Mohammad Nabi,Nawroz Mangal,39.92857143
Aftab Alam,Shapoor Zadran,5.666666667
Shapoor Zadran,Shafiqullah,11.33333333
Shapoor Zadran,Mohammad Shahzad,35
Shapoor Zadran,Noor Ali Zadran,13.66666667
Shapoor Zadran,Hashmatullah Shahidi,0
Shapoor Zadran,Mujeeb Ur Rahman,3.75
Shapoor Zadran,Sayed Shirzad,0
Shapoor Zadran,Nawroz Mangal,16.85714286
Aftab Alam,Shafiqullah,20.33333333
Aftab Alam,Mohammad Shahzad,35.58333333
Aftab Alam,Noor Ali Zadran,30
Aftab Alam,Hashmatullah Shahidi,46.08333333
Aftab Alam,Mujeeb Ur Rahman,5.090909091
Aftab Alam,Sayed Shirzad,0
Aftab Alam,Nawroz Mangal,11.2
Shafiqullah,Mohammad Shahzad,52.66666667
Shafiqullah,Noor Ali Zadran,38
Shafiqullah,Hashmatullah Shahidi,41.5
Shafiqullah,Mujeeb Ur Rahman,13.75
Shafiqullah,Sayed Shirzad,0
Shafiqullah,Nawroz Mangal,26.33333333
Mohammad Shahzad,Noor Ali Zadran,67.68421053
Hashmatullah Shahidi,Mohammad Shahzad,53.7826087
Mujeeb Ur Rahman,Mohammad Shahzad,29.95454545
Mohammad Shahzad,Sayed Shirzad,0
Nawroz Mangal,Mohammad Shahzad,46.33333333
Hashmatullah Shahidi,Noor Ali Zadran,51.7
Mujeeb Ur Rahman,Noor Ali Zadran,7
Sayed Shirzad,Noor Ali Zadran,0
Nawroz Mangal,Noor Ali Zadran,42.85714286
Hashmatullah Shahidi,Mujeeb Ur Rahman,35.23529412
Hashmatullah Shahidi,Sayed Shirzad,0
Hashmatullah Shahidi,Nawroz Mangal,30.33333333
Mujeeb Ur Rahman,Sayed Shirzad,32
Nawroz Mangal,Mujeeb Ur Rahman,0
Nawroz Mangal,Sayed Shirzad,0
