player-1,player-2,avg
M Vijay,R Ashwin,0
M Vijay,J Yadav,0
M Vijay,YS Chahal,0
M Vijay,KK Nair,0
M Vijay,MK Tiwary,40
M Vijay,MK Pandey,84
M Vijay,Mohammed Siraj,0
M Vijay,KM Jadhav,70.66666667
M Vijay,UT Yadav,0
M Vijay,Kuldeep Yadav,0
M Vijay,RG Sharma,0
M Vijay,STR Binny,68.66666667
M Vijay,BB Sran,0
M Vijay,SN Thakur,0
M Vijay,S Kaul,0
M Vijay,NA Saini,0
KL Rahul,M Vijay,0
M Vijay,PP Shaw,0
M Vijay,A Mishra,0
M Vijay,R Dhawan,0
KD Karthik,M Vijay,0
M Vijay,JJ Bumrah,0
M Vijay,Mohammed Shami,0
M Vijay,MM Sharma,13
M Vijay,Washington Sundar,0
M Vijay,RR Pant,0
M Vijay,DS Kulkarni,36.5
M Vijay,HH Pandya,0
M Vijay,Harbhajan Singh,30.33333333
M Vijay,DL Chahar,0
M Vijay,KK Ahmed,0
M Vijay,Shubman Gill,0
M Vijay,MS Dhoni,0
M Vijay,AT Rayudu,119
M Vijay,FY Fazal,0
M Vijay,V Shankar,0
M Vijay,I Sharma,0
M Vijay,RA Jadeja,0
M Vijay,AR Patel,29.66666667
M Vijay,S Dube,0
B Kumar,Yuvraj Singh,39.33333333
B Kumar,Gurkeerat Singh,7
V Kohli,B Kumar,59.07142857
SS Iyer,B Kumar,53
R Ashwin,B Kumar,4.166666667
B Kumar,J Yadav,0
B Kumar,YS Chahal,7.027027027
B Kumar,KK Nair,0
B Kumar,MK Tiwary,11.33333333
B Kumar,MK Pandey,21.1
B Kumar,Mohammed Siraj,0
B Kumar,KM Jadhav,21.55555556
B Kumar,UT Yadav,5
Kuldeep Yadav,B Kumar,8.777777778
RG Sharma,B Kumar,64.86666667
STR Binny,B Kumar,34.4
B Kumar,BB Sran,0
B Kumar,SN Thakur,21.5
S Kaul,B Kumar,0
B Kumar,NA Saini,0
KL Rahul,B Kumar,33.5
B Kumar,PP Shaw,0
B Kumar,A Mishra,1.5
R Dhawan,B Kumar,11
KD Karthik,B Kumar,21.57894737
JJ Bumrah,B Kumar,6.585365854
Mohammed Shami,B Kumar,7.769230769
B Kumar,MM Sharma,8.5
Washington Sundar,B Kumar,0
B Kumar,RR Pant,30
B Kumar,DS Kulkarni,1.666666667
B Kumar,HH Pandya,23.02631579
B Kumar,Harbhajan Singh,8.857142857
B Kumar,DL Chahar,0
B Kumar,KK Ahmed,7
B Kumar,Shubman Gill,11.5
B Kumar,MS Dhoni,32.25423729
B Kumar,AT Rayudu,36.5
B Kumar,FY Fazal,0
B Kumar,V Shankar,22.14285714
B Kumar,I Sharma,2
RA Jadeja,B Kumar,16.04166667
B Kumar,AR Patel,7.625
B Kumar,S Dube,0
Yuvraj Singh,Gurkeerat Singh,0
V Kohli,Yuvraj Singh,90.9
SS Iyer,Yuvraj Singh,0
R Ashwin,Yuvraj Singh,40.625
Yuvraj Singh,J Yadav,0
YS Chahal,Yuvraj Singh,0
KK Nair,Yuvraj Singh,0
Yuvraj Singh,MK Tiwary,0
Yuvraj Singh,MK Pandey,0
Yuvraj Singh,Mohammed Siraj,0
Yuvraj Singh,KM Jadhav,68.7
Yuvraj Singh,UT Yadav,25.6
Kuldeep Yadav,Yuvraj Singh,26.5
RG Sharma,Yuvraj Singh,81.8
STR Binny,Yuvraj Singh,0
Yuvraj Singh,BB Sran,0
SN Thakur,Yuvraj Singh,0
S Kaul,Yuvraj Singh,0
NA Saini,Yuvraj Singh,0
KL Rahul,Yuvraj Singh,78
PP Shaw,Yuvraj Singh,0
A Mishra,Yuvraj Singh,0
R Dhawan,Yuvraj Singh,0
KD Karthik,Yuvraj Singh,0
JJ Bumrah,Yuvraj Singh,39.5
Mohammed Shami,Yuvraj Singh,0
MM Sharma,Yuvraj Singh,0
Washington Sundar,Yuvraj Singh,0
RR Pant,Yuvraj Singh,0
DS Kulkarni,Yuvraj Singh,0
HH Pandya,Yuvraj Singh,59.2
Harbhajan Singh,Yuvraj Singh,0
Yuvraj Singh,DL Chahar,0
KK Ahmed,Yuvraj Singh,0
Shubman Gill,Yuvraj Singh,0
MS Dhoni,Yuvraj Singh,69.1
AT Rayudu,Yuvraj Singh,0
Yuvraj Singh,FY Fazal,0
Yuvraj Singh,V Shankar,0
Yuvraj Singh,I Sharma,0
RA Jadeja,Yuvraj Singh,46.125
Yuvraj Singh,AR Patel,0
Yuvraj Singh,S Dube,0
V Kohli,Gurkeerat Singh,81.33333333
SS Iyer,Gurkeerat Singh,0
R Ashwin,Gurkeerat Singh,0
Gurkeerat Singh,J Yadav,0
YS Chahal,Gurkeerat Singh,0
KK Nair,Gurkeerat Singh,0
Gurkeerat Singh,MK Tiwary,0
Gurkeerat Singh,MK Pandey,104
Gurkeerat Singh,Mohammed Siraj,0
Gurkeerat Singh,KM Jadhav,0
Gurkeerat Singh,UT Yadav,5
Kuldeep Yadav,Gurkeerat Singh,0
RG Sharma,Gurkeerat Singh,53
STR Binny,Gurkeerat Singh,0
Gurkeerat Singh,BB Sran,8
SN Thakur,Gurkeerat Singh,0
S Kaul,Gurkeerat Singh,0
NA Saini,Gurkeerat Singh,0
KL Rahul,Gurkeerat Singh,0
PP Shaw,Gurkeerat Singh,0
A Mishra,Gurkeerat Singh,0
R Dhawan,Gurkeerat Singh,8.333333333
KD Karthik,Gurkeerat Singh,0
JJ Bumrah,Gurkeerat Singh,0
Mohammed Shami,Gurkeerat Singh,0
MM Sharma,Gurkeerat Singh,0
Washington Sundar,Gurkeerat Singh,0
RR Pant,Gurkeerat Singh,0
DS Kulkarni,Gurkeerat Singh,0
HH Pandya,Gurkeerat Singh,0
Harbhajan Singh,Gurkeerat Singh,0
Gurkeerat Singh,DL Chahar,0
KK Ahmed,Gurkeerat Singh,0
Shubman Gill,Gurkeerat Singh,0
MS Dhoni,Gurkeerat Singh,23.33333333
AT Rayudu,Gurkeerat Singh,0
Gurkeerat Singh,FY Fazal,0
Gurkeerat Singh,V Shankar,0
Gurkeerat Singh,I Sharma,4.333333333
RA Jadeja,Gurkeerat Singh,14.33333333
Gurkeerat Singh,AR Patel,0
Gurkeerat Singh,S Dube,0
V Kohli,SS Iyer,100.5
V Kohli,R Ashwin,46.22727273
V Kohli,J Yadav,66
V Kohli,YS Chahal,62.57894737
V Kohli,KK Nair,0
V Kohli,MK Tiwary,0
V Kohli,MK Pandey,84.44444444
V Kohli,Mohammed Siraj,104
V Kohli,KM Jadhav,79.19642857
V Kohli,UT Yadav,53.05882353
V Kohli,Kuldeep Yadav,65.25
V Kohli,RG Sharma,114.2235294
V Kohli,STR Binny,29.5
V Kohli,BB Sran,89
V Kohli,SN Thakur,69.4
V Kohli,S Kaul,60.5
V Kohli,NA Saini,65.8
V Kohli,KL Rahul,82.32142857
V Kohli,PP Shaw,53
V Kohli,A Mishra,67.77777778
V Kohli,R Dhawan,81
V Kohli,KD Karthik,76.07692308
V Kohli,JJ Bumrah,60.37037037
V Kohli,Mohammed Shami,54.94594595
V Kohli,MM Sharma,41
V Kohli,Washington Sundar,0
V Kohli,RR Pant,78.35714286
V Kohli,DS Kulkarni,40
V Kohli,HH Pandya,79.59574468
V Kohli,Harbhajan Singh,69
V Kohli,DL Chahar,5
V Kohli,KK Ahmed,76.57142857
V Kohli,Shubman Gill,0
V Kohli,MS Dhoni,86.36144578
V Kohli,AT Rayudu,79.625
V Kohli,FY Fazal,0
V Kohli,V Shankar,76.18181818
V Kohli,I Sharma,72.5
V Kohli,RA Jadeja,63.47916667
V Kohli,AR Patel,55.5
V Kohli,S Dube,13
R Ashwin,SS Iyer,0
SS Iyer,J Yadav,0
SS Iyer,YS Chahal,44.33333333
SS Iyer,KK Nair,0
SS Iyer,MK Tiwary,0
SS Iyer,MK Pandey,54.83333333
SS Iyer,Mohammed Siraj,0
SS Iyer,KM Jadhav,79.42857143
SS Iyer,UT Yadav,0
Kuldeep Yadav,SS Iyer,39.92307692
RG Sharma,SS Iyer,95.71428571
STR Binny,SS Iyer,0
SS Iyer,BB Sran,0
SS Iyer,SN Thakur,48
S Kaul,SS Iyer,0
SS Iyer,NA Saini,45
KL Rahul,SS Iyer,104.1111111
SS Iyer,PP Shaw,100.3333333
SS Iyer,A Mishra,0
R Dhawan,SS Iyer,0
KD Karthik,SS Iyer,62.66666667
JJ Bumrah,SS Iyer,40.16666667
Mohammed Shami,SS Iyer,48.66666667
SS Iyer,MM Sharma,0
Washington Sundar,SS Iyer,88
SS Iyer,RR Pant,72.5
SS Iyer,DS Kulkarni,0
SS Iyer,HH Pandya,39.5
SS Iyer,Harbhajan Singh,0
SS Iyer,DL Chahar,64.5
SS Iyer,KK Ahmed,68
SS Iyer,Shubman Gill,0
SS Iyer,MS Dhoni,56.16666667
SS Iyer,AT Rayudu,0
SS Iyer,FY Fazal,0
SS Iyer,V Shankar,0
SS Iyer,I Sharma,0
RA Jadeja,SS Iyer,65.63636364
SS Iyer,AR Patel,0
SS Iyer,S Dube,79
R Ashwin,J Yadav,0
R Ashwin,YS Chahal,0
R Ashwin,KK Nair,0
R Ashwin,MK Tiwary,0
R Ashwin,MK Pandey,3.5
R Ashwin,Mohammed Siraj,0
R Ashwin,KM Jadhav,38.875
R Ashwin,UT Yadav,3.875
Kuldeep Yadav,R Ashwin,0
RG Sharma,R Ashwin,66.64705882
STR Binny,R Ashwin,9.5
R Ashwin,BB Sran,0.5
R Ashwin,SN Thakur,0
S Kaul,R Ashwin,0
R Ashwin,NA Saini,0
KL Rahul,R Ashwin,13.33333333
R Ashwin,PP Shaw,0
R Ashwin,A Mishra,0
R Dhawan,R Ashwin,0
KD Karthik,R Ashwin,0
JJ Bumrah,R Ashwin,3
Mohammed Shami,R Ashwin,6.75
R Ashwin,MM Sharma,5.125
Washington Sundar,R Ashwin,0
R Ashwin,RR Pant,0
R Ashwin,DS Kulkarni,3
R Ashwin,HH Pandya,26.5
R Ashwin,Harbhajan Singh,0
R Ashwin,DL Chahar,0
R Ashwin,KK Ahmed,0
R Ashwin,Shubman Gill,0
R Ashwin,MS Dhoni,34.68181818
R Ashwin,AT Rayudu,24
R Ashwin,FY Fazal,0
R Ashwin,V Shankar,0
R Ashwin,I Sharma,1
RA Jadeja,R Ashwin,13.47058824
R Ashwin,AR Patel,9.333333333
R Ashwin,S Dube,0
YS Chahal,J Yadav,0
KK Nair,J Yadav,0
MK Tiwary,J Yadav,0
MK Pandey,J Yadav,1
Mohammed Siraj,J Yadav,0
KM Jadhav,J Yadav,40
UT Yadav,J Yadav,1
Kuldeep Yadav,J Yadav,0
RG Sharma,J Yadav,71
STR Binny,J Yadav,0
BB Sran,J Yadav,0
SN Thakur,J Yadav,0
S Kaul,J Yadav,0
NA Saini,J Yadav,0
KL Rahul,J Yadav,0
PP Shaw,J Yadav,0
A Mishra,J Yadav,1
R Dhawan,J Yadav,0
KD Karthik,J Yadav,0
JJ Bumrah,J Yadav,1
Mohammed Shami,J Yadav,0
MM Sharma,J Yadav,0
Washington Sundar,J Yadav,0
RR Pant,J Yadav,0
DS Kulkarni,J Yadav,0
HH Pandya,J Yadav,0
Harbhajan Singh,J Yadav,0
DL Chahar,J Yadav,0
KK Ahmed,J Yadav,0
Shubman Gill,J Yadav,0
MS Dhoni,J Yadav,42
AT Rayudu,J Yadav,0
FY Fazal,J Yadav,0
V Shankar,J Yadav,0
I Sharma,J Yadav,0
RA Jadeja,J Yadav,0
AR Patel,J Yadav,25
S Dube,J Yadav,0
YS Chahal,KK Nair,23
YS Chahal,MK Tiwary,0
YS Chahal,MK Pandey,13.08333333
YS Chahal,Mohammed Siraj,0
YS Chahal,KM Jadhav,14.33333333
YS Chahal,UT Yadav,3.5
Kuldeep Yadav,YS Chahal,3.125
RG Sharma,YS Chahal,53.44444444
STR Binny,YS Chahal,0
YS Chahal,BB Sran,0
SN Thakur,YS Chahal,11.4
S Kaul,YS Chahal,6.5
YS Chahal,NA Saini,31.5
KL Rahul,YS Chahal,33.94736842
YS Chahal,PP Shaw,37
YS Chahal,A Mishra,0
R Dhawan,YS Chahal,0
KD Karthik,YS Chahal,18.5
JJ Bumrah,YS Chahal,0.947368421
Mohammed Shami,YS Chahal,0.75
MM Sharma,YS Chahal,0
Washington Sundar,YS Chahal,0
RR Pant,YS Chahal,25.71428571
DS Kulkarni,YS Chahal,0
YS Chahal,HH Pandya,19.94117647
YS Chahal,Harbhajan Singh,0
YS Chahal,DL Chahar,0
YS Chahal,KK Ahmed,7.25
YS Chahal,Shubman Gill,17
YS Chahal,MS Dhoni,22.88636364
AT Rayudu,YS Chahal,29.71428571
YS Chahal,FY Fazal,55
YS Chahal,V Shankar,16.125
YS Chahal,I Sharma,0
RA Jadeja,YS Chahal,19.77777778
YS Chahal,AR Patel,1.222222222
YS Chahal,S Dube,0
KK Nair,MK Tiwary,0
KK Nair,MK Pandey,25
KK Nair,Mohammed Siraj,0
KK Nair,KM Jadhav,23
KK Nair,UT Yadav,0
Kuldeep Yadav,KK Nair,0
RG Sharma,KK Nair,0
STR Binny,KK Nair,0
KK Nair,BB Sran,23
SN Thakur,KK Nair,0
S Kaul,KK Nair,0
NA Saini,KK Nair,0
KL Rahul,KK Nair,89.5
PP Shaw,KK Nair,0
A Mishra,KK Nair,0
R Dhawan,KK Nair,0
KD Karthik,KK Nair,0
JJ Bumrah,KK Nair,23
Mohammed Shami,KK Nair,0
MM Sharma,KK Nair,0
Washington Sundar,KK Nair,0
RR Pant,KK Nair,0
DS Kulkarni,KK Nair,23
HH Pandya,KK Nair,0
Harbhajan Singh,KK Nair,0
KK Nair,DL Chahar,0
KK Ahmed,KK Nair,0
Shubman Gill,KK Nair,0
MS Dhoni,KK Nair,23
AT Rayudu,KK Nair,74.5
KK Nair,FY Fazal,0
KK Nair,V Shankar,0
KK Nair,I Sharma,0
RA Jadeja,KK Nair,0
KK Nair,AR Patel,23
KK Nair,S Dube,0
MK Tiwary,MK Pandey,81
MK Tiwary,Mohammed Siraj,0
KM Jadhav,MK Tiwary,53.33333333
UT Yadav,MK Tiwary,0
Kuldeep Yadav,MK Tiwary,0
RG Sharma,MK Tiwary,0
STR Binny,MK Tiwary,51.33333333
MK Tiwary,BB Sran,0
SN Thakur,MK Tiwary,0
S Kaul,MK Tiwary,0
NA Saini,MK Tiwary,0
KL Rahul,MK Tiwary,0
PP Shaw,MK Tiwary,0
A Mishra,MK Tiwary,0
R Dhawan,MK Tiwary,0
KD Karthik,MK Tiwary,0
JJ Bumrah,MK Tiwary,0
Mohammed Shami,MK Tiwary,0
MM Sharma,MK Tiwary,10
Washington Sundar,MK Tiwary,0
RR Pant,MK Tiwary,0
DS Kulkarni,MK Tiwary,12
HH Pandya,MK Tiwary,0
Harbhajan Singh,MK Tiwary,13
DL Chahar,MK Tiwary,0
KK Ahmed,MK Tiwary,0
Shubman Gill,MK Tiwary,0
MS Dhoni,MK Tiwary,0
AT Rayudu,MK Tiwary,94.5
FY Fazal,MK Tiwary,0
V Shankar,MK Tiwary,0
I Sharma,MK Tiwary,0
RA Jadeja,MK Tiwary,0
AR Patel,MK Tiwary,12.33333333
MK Tiwary,S Dube,0
Mohammed Siraj,MK Pandey,0
KM Jadhav,MK Pandey,44.4
UT Yadav,MK Pandey,27.33333333
Kuldeep Yadav,MK Pandey,16.7
RG Sharma,MK Pandey,83.9
STR Binny,MK Pandey,89
BB Sran,MK Pandey,2
SN Thakur,MK Pandey,45
S Kaul,MK Pandey,0
NA Saini,MK Pandey,20
KL Rahul,MK Pandey,74.28571429
PP Shaw,MK Pandey,82
A Mishra,MK Pandey,18.2
R Dhawan,MK Pandey,104
KD Karthik,MK Pandey,9.333333333
JJ Bumrah,MK Pandey,18.6
Mohammed Shami,MK Pandey,16.66666667
MM Sharma,MK Pandey,71
Washington Sundar,MK Pandey,0
RR Pant,MK Pandey,0
DS Kulkarni,MK Pandey,10.25
HH Pandya,MK Pandey,39.61538462
Harbhajan Singh,MK Pandey,71
DL Chahar,MK Pandey,0
KK Ahmed,MK Pandey,0
Shubman Gill,MK Pandey,0
MS Dhoni,MK Pandey,39.9047619
AT Rayudu,MK Pandey,35.66666667
FY Fazal,MK Pandey,55
V Shankar,MK Pandey,0
I Sharma,MK Pandey,55
RA Jadeja,MK Pandey,34.16666667
AR Patel,MK Pandey,27.41666667
S Dube,MK Pandey,0
KM Jadhav,Mohammed Siraj,0
UT Yadav,Mohammed Siraj,0
Kuldeep Yadav,Mohammed Siraj,0
RG Sharma,Mohammed Siraj,43
STR Binny,Mohammed Siraj,0
BB Sran,Mohammed Siraj,0
SN Thakur,Mohammed Siraj,0
S Kaul,Mohammed Siraj,0
NA Saini,Mohammed Siraj,0
KL Rahul,Mohammed Siraj,0
PP Shaw,Mohammed Siraj,0
A Mishra,Mohammed Siraj,0
R Dhawan,Mohammed Siraj,0
KD Karthik,Mohammed Siraj,25
JJ Bumrah,Mohammed Siraj,0
Mohammed Shami,Mohammed Siraj,0
MM Sharma,Mohammed Siraj,0
Washington Sundar,Mohammed Siraj,0
RR Pant,Mohammed Siraj,0
DS Kulkarni,Mohammed Siraj,0
HH Pandya,Mohammed Siraj,0
Harbhajan Singh,Mohammed Siraj,0
DL Chahar,Mohammed Siraj,0
KK Ahmed,Mohammed Siraj,0
Shubman Gill,Mohammed Siraj,0
MS Dhoni,Mohammed Siraj,55
AT Rayudu,Mohammed Siraj,24
FY Fazal,Mohammed Siraj,0
V Shankar,Mohammed Siraj,0
I Sharma,Mohammed Siraj,0
RA Jadeja,Mohammed Siraj,0
AR Patel,Mohammed Siraj,0
S Dube,Mohammed Siraj,0
UT Yadav,KM Jadhav,30.15384615
Kuldeep Yadav,KM Jadhav,17.33333333
RG Sharma,KM Jadhav,68.32075472
STR Binny,KM Jadhav,82
KM Jadhav,BB Sran,0
SN Thakur,KM Jadhav,31.6
S Kaul,KM Jadhav,0
NA Saini,KM Jadhav,31.5
KL Rahul,KM Jadhav,54.23809524
PP Shaw,KM Jadhav,39.5
A Mishra,KM Jadhav,21
R Dhawan,KM Jadhav,0
KD Karthik,KM Jadhav,32.41666667
JJ Bumrah,KM Jadhav,18.0625
Mohammed Shami,KM Jadhav,27.52380952
MM Sharma,KM Jadhav,105
Washington Sundar,KM Jadhav,0
RR Pant,KM Jadhav,48.375
DS Kulkarni,KM Jadhav,7.666666667
HH Pandya,KM Jadhav,37.375
Harbhajan Singh,KM Jadhav,43.66666667
DL Chahar,KM Jadhav,31
KK Ahmed,KM Jadhav,11.4
Shubman Gill,KM Jadhav,25.5
MS Dhoni,KM Jadhav,43.90740741
AT Rayudu,KM Jadhav,46.52631579
FY Fazal,KM Jadhav,55
V Shankar,KM Jadhav,48.33333333
I Sharma,KM Jadhav,0
RA Jadeja,KM Jadhav,34.96296296
AR Patel,KM Jadhav,22.22222222
KM Jadhav,S Dube,49
Kuldeep Yadav,UT Yadav,1.666666667
RG Sharma,UT Yadav,64.03571429
STR Binny,UT Yadav,21
UT Yadav,BB Sran,0
SN Thakur,UT Yadav,0
S Kaul,UT Yadav,0.5
NA Saini,UT Yadav,0
KL Rahul,UT Yadav,5.666666667
