InnigsID,dn,country,p1,p1-s,p2,p2-s,p3,p3-s,p4,p4-s,p5,p5-s,p6,p6-s,p7,p7-s,p8,p8-s,p9,p9-s,p10,p10-s,p11,p11-s
1935,DN,England,JJ Roy,114,JM Vince,43,JE Root,36,BA Stokes,71,JC Buttler,0,MM Ali,0,JL Denly,17,TK Curran,31,AU Rashid,12,JC Archer,0,MA Wood,0
1939,D,England,JM Vince,33,JM Bairstow,32,JE Root,84,EJG Morgan,76,JC Buttler,34,BA Stokes,21,MM Ali,0,CR Woakes,13,DJ Willey,14,TK Curran,29,AU Rashid,2
1943,D,England,JJ Roy,54,JM Bairstow,0,JE Root,51,EJG Morgan,57,BA Stokes,89,JC Buttler,18,MM Ali,3,CR Woakes,13,LE Plunkett,9,JC Archer,7,AU Rashid,0
1963,D,England,JJ Roy,153,JM Bairstow,51,JE Root,21,JC Buttler,64,EJG Morgan,35,BA Stokes,6,CR Woakes,18,LE Plunkett,27,JC Archer,0,AU Rashid,0,MA Wood,0
1971,D,England,JM Bairstow,45,JE Root,100,CR Woakes,40,BA Stokes,10,JJ Roy,0,EJG Morgan,0,JC Buttler,0,LE Plunkett,0,JC Archer,0,AU Rashid,0,MA Wood,0
1981,D,England,JM Vince,26,JM Bairstow,90,JE Root,88,EJG Morgan,148,JC Buttler,2,BA Stokes,2,MM Ali,31,CR Woakes,1,JC Archer,0,AU Rashid,0,MA Wood,0
2009,D,England,JJ Roy,66,JM Bairstow,111,JE Root,44,EJG Morgan,1,BA Stokes,79,JC Buttler,20,CR Woakes,7,LE Plunkett,1,JC Archer,0,AU Rashid,0,MA Wood,0
2017,D,England,JJ Roy,60,JM Bairstow,106,JE Root,24,JC Buttler,11,EJG Morgan,42,BA Stokes,11,CR Woakes,4,LE Plunkett,15,AU Rashid,16,JC Archer,1,MA Wood,0
2033,D,England,JJ Roy,85,JM Bairstow,34,JE Root,49,EJG Morgan,45,BA Stokes,0,JC Buttler,0,CR Woakes,0,LE Plunkett,0,AU Rashid,0,JC Archer,0,MA Wood,0
2079,D,England,JJ Roy,21,JM Bairstow,43,JE Root,49,EJG Morgan,9,JL Denly,66,T Banton,32,MM Ali,17,TK Curran,5,AU Rashid,2,CJ Jordan,0,S Mahmood,0
2103,DN,England,JJ Roy,24,JM Bairstow,2,JM Vince,25,T Banton,11,SW Billings,67,EJG Morgan,36,MM Ali,0,DJ Willey,0,AU Rashid,0,TK Curran,0,S Mahmood,0
2105,DN,England,JJ Roy,0,JM Bairstow,82,JM Vince,16,T Banton,15,SW Billings,46,EJG Morgan,0,MM Ali,0,DJ Willey,47,AU Rashid,0,RJW Topley,0,S Mahmood,0
2111,DN,England,JJ Roy,21,JM Bairstow,0,JE Root,39,EJG Morgan,42,JC Buttler,3,SW Billings,8,CR Woakes,26,SM Curran,1,TK Curran,37,AU Rashid,35,JC Archer,6
